PurchaseAmountUSD,NumberofEngagements,SubscriptionDuration,
65.94,1,183,
214.92,1,28773,
327.08,1,28780,
65.94,1,183,
35.97,1,91,
199.00,1,28775,
0.00,1,92,
0.00,1,181,
0.00,2,183,
19.95,1,34,
0.00,1,183,
0.00,1,31,
10.45,1,43,
0.00,1,181,
0.00,1,242,
79.00,3,183,
79.00,1,365,
0.00,1,365,
0.00,1,368,
0.00,1,365,
0.00,1,92,
0.00,1,375,
0.00,1,92,
0.00,1,90,
179.10,1,28785,
143.76,1,730,
9.46,1,90,
119.00,3,547,
217.69,1,28781,
199.00,1,28766,
0.00,1,92,
199.00,1,28800,
35.97,1,91,
0.00,1,92,
0.00,1,381,
0.00,1,366,
0.00,1,91,
199.00,1,28774,
0.00,1,90,
35.97,1,458,
65.94,1,182,
0.00,1,28766,
42.29,1,65,
189.00,1,28801,
17.15,1,91,
0.00,1,181,
105.23,1,365,
13.91,1,365,
187.78,1,366,
211.64,1,28784,
0.00,1,302,
143.76,1,731,
35.97,1,366,
32.58,1,181,
0.00,1,91,
162.99,1,28767,
0.00,1,365,
119.00,1,366,
17.33,1,247,
0.00,1,184,
9.54,1,731,
69.90,1,184,
0.00,1,365,
119.00,1,549,
0.00,1,91,
189.00,1,28857,
199.00,1,28769,
119.76,1,47,
0.00,1,90,
35.97,1,182,
0.00,1,92,
0.00,1,90,
39.00,1,95,
0.00,1,365,
0.00,1,366,
0.00,1,73,
0.00,1,92,
0.00,1,28778,
13.65,1,212,
10.45,1,731,
0.00,1,92,
35.97,1,379,
56.08,1,182,
205.30,1,28795,
37.77,1,92,
0.00,1,92,
79.00,1,366,
65.94,1,184,
37.77,1,92,
37.52,1,96,
0.00,1,89,
13.65,1,486,
0.00,1,90,
33.40,1,181,
0.00,1,365,
79.00,1,92,
0.00,1,90,
0.00,1,365,
102.21,1,366,
35.97,1,91,
0.00,2,338,
58.41,1,676,
0.00,1,121,
0.00,1,368,
217.69,1,28777,
15.25,1,40,
0.00,1,368,
101.63,1,366,
0.00,1,374,
79.00,1,275,
38.24,1,92,
199.00,1,28767,
0.00,1,365,
38.16,1,182,
189.00,1,28791,
35.97,1,92,
0.00,1,330,
211.54,1,28765,
0.00,1,181,
39.00,1,91,
71.63,1,183,
0.00,1,183,
0.00,1,365,
119.00,1,365,
0.00,1,184,
65.94,1,366,
0.00,1,92,
0.00,1,89,
0.00,2,368,
376.83,1,28768,
79.00,1,183,
41.63,1,95,
189.00,1,28881,
91.00,1,366,
38.34,1,90,
10.90,1,731,
0.00,1,184,
0.00,1,182,
0.00,1,90,
0.00,1,368,
0.00,2,91,
0.00,1,175,
0.00,1,90,
35.97,1,90,
0.00,1,731,
0.00,1,365,
181.68,1,366,
199.00,1,28768,
0.00,1,160,
0.00,1,181,
65.94,1,183,
0.00,1,184,
0.00,1,183,
0.00,1,368,
0.00,1,365,
26.80,1,91,
212.13,1,28782,
79.00,1,183,
199.00,1,28772,
0.00,1,92,
0.00,1,366,
215.02,2,28782,
35.97,2,91,
35.97,1,182,
189.00,1,28799,
119.00,1,547,
173.93,1,365,
22.83,1,365,
236.81,1,28774,
0.00,1,92,
0.00,1,365,
48.68,1,182,
27.58,1,488,
9.54,1,731,
205.77,1,28797,
41.93,1,92,
35.97,1,91,
199.00,1,28775,
35.97,1,92,
35.97,1,92,
71.94,1,92,
19.99,1,458,
51.46,1,182,
58.41,1,183,
53.07,1,28984,
35.97,1,92,
43.23,1,92,
0.00,1,181,
67.30,1,184,
27.58,1,214,
199.00,1,28767,
0.00,1,182,
35.97,1,92,
210.94,1,28770,
9.54,1,731,
0.00,1,344,
79.00,1,184,
79.00,1,274,
0.00,1,181,
33.40,1,184,
0.00,1,90,
35.97,1,182,
13.91,1,365,
149.00,1,731,
9.54,1,731,
0.00,1,731,
211.54,1,28804,
79.00,1,183,
79.00,1,275,
0.00,1,377,
261.44,1,730,
0.00,1,89,
376.83,1,28781,
0.00,1,34,
79.00,1,274,
35.97,1,92,
97.36,1,182,
42.29,1,123,
0.00,1,92,
0.00,1,365,
49.40,1,92,
18.27,1,31,
189.00,1,28800,
0.00,1,274,
0.00,1,89,
199.00,1,28771,
0.00,2,365,
0.00,1,92,
0.00,1,94,
9.54,1,731,
37.91,1,92,
35.97,1,274,
0.00,1,368,
0.00,1,184,
0.00,1,303,
0.00,1,183,
215.02,1,28772,
15.25,1,731,
217.69,1,28780,
217.69,1,28778,
0.00,3,368,
35.97,1,183,
0.00,1,365,
79.00,1,274,
39.50,1,92,
0.00,1,368,
35.97,1,366,
0.00,1,385,
9.54,1,731,
0.00,1,89,
26.90,1,366,
0.00,1,369,
199.00,1,28768,
199.00,1,28781,
35.97,1,366,
0.00,1,365,
212.13,1,28765,
86.97,3,368,
10.45,1,731,
0.00,1,97,
15.25,1,731,
0.00,1,274,
0.00,1,365,
199.00,1,28803,
0.00,1,90,
39.00,1,91,
15.25,1,731,
19.95,1,92,
0.00,1,365,
0.00,1,92,
199.00,1,28792,
38.34,1,90,
120.00,1,191,
9.54,1,731,
199.00,1,28776,
199.00,1,28766,
119.00,1,366,
17.15,1,92,
0.00,1,123,
35.97,4,91,
35.97,1,92,
199.00,1,28819,
199.00,1,29026,
41.44,1,95,
0.00,1,90,
0.00,1,92,
327.08,1,28782,
199.00,1,28765,
0.00,1,366,
0.00,1,369,
189.00,1,28797,
216.66,1,28780,
202.23,1,28850,
15.25,1,731,
35.97,1,91,
0.00,1,366,
79.00,1,184,
0.00,1,29106,
130.72,1,730,
0.00,2,365,
35.97,1,183,
0.00,1,181,
0.00,2,366,
199.00,1,28802,
0.00,1,368,
0.00,1,28770,
9.54,1,731,
0.00,1,216,
0.00,1,365,
0.00,1,382,
0.00,1,92,
10.45,3,731,
0.00,1,89,
0.00,1,365,
79.00,1,455,
38.66,1,92,
217.69,1,28777,
0.00,1,731,
0.00,1,127,
41.73,2,95,
49.40,1,92,
42.29,1,79,
37.91,1,90,
15.25,1,365,
0.00,1,92,
0.00,1,183,
0.00,6,323,
65.94,1,184,
299.00,1,28787,
0.00,1,92,
0.00,2,366,
79.00,1,273,
13.65,1,122,
13.65,1,275,
199.00,1,28773,
299.00,1,28797,
0.00,1,64,
119.00,1,182,
35.97,1,457,
0.00,1,28776,
19.99,1,164,
9.54,1,731,
199.00,1,28803,
199.00,1,28799,
199.00,1,28802,
199.00,1,28766,
0.00,1,29225,
35.97,1,92,
139.00,1,731,
212.13,1,28772,
199.00,1,28782,
38.13,1,92,
42.66,1,91,
35.97,1,92,
119.00,1,366,
119.00,1,366,
0.00,1,368,
26.90,1,396,
65.94,1,184,
0.00,1,29082,
0.00,1,365,
0.00,1,184,
0.00,1,91,
216.66,1,28771,
65.94,1,184,
104.39,1,365,
0.00,1,369,
0.00,1,368,
0.00,1,183,
0.00,1,365,
199.00,1,28785,
79.00,1,184,
199.00,1,28777,
0.00,1,182,
0.00,1,316,
0.00,1,61,
0.00,1,368,
0.00,2,365,
42.88,1,92,
79.00,1,183,
0.00,1,89,
53.60,1,92,
0.00,1,181,
0.00,1,90,
210.94,1,28779,
35.97,1,190,
35.97,1,92,
35.97,1,274,
199.00,1,28803,
0.00,1,182,
0.00,2,92,
205.30,1,28796,
32.16,1,91,
152.39,1,731,
35.97,1,183,
199.00,1,28779,
0.00,1,95,
127.33,1,182,
0.00,1,92,
0.00,1,92,
0.00,1,181,
35.97,1,91,
208.95,1,28820,
0.00,1,92,
95.88,1,365,
211.64,1,28771,
35.97,1,366,
42.29,1,92,
189.00,1,28805,
0.00,1,183,
79.00,1,366,
0.00,1,365,
35.97,1,114,
79.00,1,273,
0.00,1,181,
22.63,1,365,
0.00,1,29238,
0.00,1,365,
0.00,1,275,
0.00,1,90,
102.59,1,366,
101.63,1,365,
0.00,2,365,
0.00,1,365,
15.25,1,62,
117.45,1,365,
0.00,2,547,
10.45,1,731,
0.00,1,92,
38.94,1,182,
38.49,1,92,
0.00,1,287,
35.97,1,90,
35.97,1,92,
35.97,1,183,
0.00,1,96,
0.00,1,29100,
35.97,1,274,
35.97,1,366,
189.00,1,28885,
119.00,1,549,
79.00,1,365,
0.00,2,365,
199.00,1,28804,
0.00,3,365,
27.58,1,311,
71.10,1,91,
10.45,1,731,
0.00,1,366,
0.00,1,369,
0.00,1,92,
0.00,2,395,
0.00,1,90,
0.00,1,181,
35.97,1,92,
119.00,1,366,
0.00,1,368,
0.00,1,90,
15.25,1,731,
35.97,1,91,
79.00,1,184,
35.97,1,368,
0.00,1,89,
199.00,1,28771,
35.97,1,92,
0.00,1,90,
0.00,1,366,
0.00,1,365,
65.94,1,184,
79.00,1,183,
79.00,1,274,
196.90,1,366,
199.00,1,28835,
0.00,1,181,
86.97,1,365,
0.00,1,92,
137.83,1,184,
35.97,1,302,
35.97,1,546,
79.00,1,366,
0.00,1,132,
199.00,1,28765,
0.00,1,395,
95.88,1,366,
0.00,1,90,
120.33,1,28774,
49.15,1,183,
79.00,5,276,
199.00,1,28788,
0.00,1,91,
0.00,1,274,
199.00,1,28767,
216.66,1,28770,
0.00,1,29237,
104.51,1,366,
52.93,1,98,
0.00,1,92,
35.97,1,92,
0.00,2,186,
0.00,1,92,
0.00,1,90,
201.47,1,28887,
18.24,1,212,
150.61,1,730,
34.17,1,90,
143.76,1,731,
10.45,1,731,
22.27,1,547,
0.00,1,365,
23.95,1,31,
0.00,1,89,
0.00,1,184,
199.00,1,28789,
210.94,1,28792,
17.15,1,92,
37.77,1,91,
214.92,1,28773,
49.40,1,92,
199.00,3,28770,
0.00,1,190,
0.00,1,152,
79.00,1,183,
39.00,3,96,
119.00,1,550,
199.00,1,28802,
0.00,1,90,
0.00,1,181,
199.00,1,28768,
199.00,1,28774,
26.80,1,91,
0.00,1,90,
35.97,1,274,
189.00,1,28794,
0.00,1,184,
29.14,1,92,
124.77,1,92,
0.00,1,486,
35.97,1,182,
212.63,1,28767,
10.45,1,731,
79.00,1,183,
0.00,1,184,
209.20,1,28777,
143.76,1,730,
0.00,1,92,
0.00,1,61,
22.83,1,365,
0.00,1,368,
14.66,1,90,
109.00,1,366,
119.00,3,365,
189.00,3,28802,
35.97,1,182,
199.00,1,28769,
49.40,1,92,
0.00,1,368,
0.00,1,366,
0.00,1,547,
10.45,1,731,
0.00,1,368,
0.00,1,368,
108.30,1,92,
9.46,1,731,
35.97,1,182,
0.00,1,29105,
0.00,1,365,
112.17,1,365,
95.88,1,365,
0.00,1,91,
0.00,1,368,
0.00,1,92,
0.00,1,122,
1.09,1,30,
35.97,1,90,
27.35,1,91,
0.00,1,182,
0.00,1,365,
65.94,1,182,
81.50,1,184,
0.00,1,183,
9.54,1,731,
155.76,1,731,
198.45,1,28887,
41.44,1,91,
38.13,1,92,
0.00,1,92,
15.25,1,130,
35.97,1,182,
118.14,1,182,
79.00,1,183,
0.00,1,92,
35.97,1,183,
299.00,1,28765,
0.00,1,28765,
35.97,1,92,
250.80,1,28985,
199.00,1,28790,
22.83,1,366,
0.00,1,90,
0.00,1,184,
0.00,1,28791,
39.00,1,91,
65.94,1,184,
0.00,1,29211,
119.00,1,609,
0.00,1,90,
214.72,1,28767,
9.54,1,731,
189.00,1,28801,
108.30,1,90,
0.00,1,181,
65.94,1,184,
199.00,1,28765,
0.00,1,731,
0.00,1,365,
0.00,1,344,
189.00,2,28789,
199.00,1,28790,
124.77,1,183,
79.00,1,182,
0.00,1,109,
35.97,1,90,
0.00,1,181,
37.91,1,105,
35.97,1,91,
53.60,3,104,
0.00,1,29220,
199.00,1,28789,
0.00,1,372,
0.00,1,89,
30.33,1,92,
35.97,1,457,
119.00,1,366,
0.00,2,365,
0.00,1,368,
35.97,1,182,
0.00,1,365,
189.00,1,28797,
199.00,1,28770,
0.00,1,365,
35.97,1,92,
0.00,1,368,
219.70,1,28765,
17.15,1,92,
199.00,1,28766,
0.00,1,365,
79.00,1,183,
0.00,1,151,
199.00,1,28795,
199.00,1,28795,
223.02,1,28793,
0.00,1,273,
199.00,1,28892,
0.00,1,338,
35.97,1,92,
69.90,1,183,
0.00,1,563,
53.60,1,274,
0.00,1,184,
38.13,1,92,
0.00,1,181,
212.93,1,28799,
0.00,1,92,
202.23,1,28798,
30.08,1,92,
15.25,1,45,
61.75,1,91,
0.00,1,121,
0.00,1,92,
0.00,1,368,
0.00,1,368,
0.00,1,90,
0.00,1,31,
0.00,1,90,
0.00,1,182,
0.00,2,182,
0.00,1,92,
35.97,1,183,
0.00,1,365,
0.00,1,375,
0.00,1,182,
30.33,1,92,
0.00,1,184,
189.00,1,28795,
0.00,1,181,
120.33,1,28768,
0.00,1,365,
38.22,1,91,
35.97,1,183,
19.99,1,122,
48.68,1,183,
0.00,1,181,
79.00,1,91,
0.00,1,365,
199.00,1,28792,
199.00,1,28802,
35.97,1,92,
0.00,1,89,
54.15,1,491,
101.97,1,366,
35.97,1,90,
0.00,1,366,
0.00,1,90,
35.97,1,92,
199.00,1,28833,
65.20,1,184,
0.00,1,89,
199.00,1,28779,
179.00,1,28885,
39.57,1,92,
199.00,1,28769,
22.83,1,60,
199.00,1,28769,
53.60,1,237,
0.00,1,368,
0.00,1,90,
199.00,1,28804,
0.00,1,31,
0.00,1,548,
19.95,1,30,
120.33,1,28768,
0.00,2,731,
0.00,1,90,
0.00,1,186,
35.97,1,182,
0.00,1,90,
0.00,1,184,
179.00,1,28887,
216.16,1,28776,
0.00,1,222,
0.00,1,29138,
0.00,1,183,
35.97,1,92,
199.00,1,28779,
33.40,1,181,
119.00,1,365,
0.00,1,89,
0.00,1,368,
212.13,1,28765,
119.00,1,366,
0.00,1,148,
108.30,1,28918,
0.00,1,91,
0.00,1,128,
69.50,1,183,
210.94,1,28777,
79.00,1,246,
89.00,1,731,
0.00,1,29087,
0.00,1,93,
0.00,1,92,
0.00,1,182,
74.36,1,91,
199.00,1,28792,
0.00,1,96,
0.00,1,181,
0.00,1,181,
64.98,1,91,
0.00,1,365,
0.00,1,181,
179.00,1,28884,
69.24,1,183,
0.00,2,92,
119.00,1,547,
0.00,1,92,
30.33,1,92,
189.00,1,28817,
0.00,1,368,
69.50,1,183,
0.00,1,90,
189.00,1,28800,
0.00,1,365,
79.00,1,273,
199.00,1,28778,
0.00,1,89,
0.00,2,592,
10.45,1,731,
79.00,1,184,
0.00,1,365,
35.97,1,90,
0.00,2,91,
0.00,1,89,
0.00,1,90,
0.00,1,388,
79.00,1,210,
0.00,1,731,
0.00,1,181,
54.15,1,92,
0.00,1,30,
39.30,1,90,
0.00,1,89,
0.00,1,245,
22.83,1,365,
0.00,1,365,
19.95,1,93,
0.00,1,365,
0.00,1,365,
97.36,1,366,
210.94,1,28770,
0.00,1,90,
30.33,1,92,
38.34,1,92,
15.25,1,90,
217.69,1,28777,
0.00,1,368,
216.66,1,28771,
0.00,1,92,
0.00,1,367,
0.00,1,92,
0.00,3,366,
0.00,1,368,
79.00,1,456,
22.83,1,365,
41.57,1,91,
0.00,1,92,
13.65,1,184,
35.97,1,226,
119.00,1,590,
0.00,1,179,
0.00,1,55,
104.15,1,366,
79.00,1,184,
0.00,1,368,
0.00,1,92,
49.00,1,28983,
65.94,1,183,
0.00,1,182,
119.00,1,366,
0.00,1,92,
22.83,1,365,
0.00,1,90,
14.87,1,89,
35.97,1,92,
0.00,1,365,
35.97,1,92,
0.00,1,92,
79.00,1,184,
0.00,1,92,
217.91,1,28786,
79.00,1,365,
0.00,1,365,
210.94,1,29022,
0.00,1,29105,
35.97,1,91,
119.00,1,366,
33.40,1,181,
108.90,1,28854,
199.00,1,28765,
299.00,1,29100,
0.00,1,365,
33.40,1,212,
0.00,1,368,
42.29,1,89,
35.97,1,92,
0.00,1,91,
189.00,1,28795,
0.00,1,29221,
189.00,1,28794,
199.00,1,28766,
0.00,1,182,
0.00,1,181,
0.00,1,366,
0.00,1,92,
179.00,1,28873,
0.00,1,110,
0.00,1,92,
0.00,1,181,
70.72,1,182,
13.65,1,304,
17.15,1,121,
0.00,1,365,
9.54,1,731,
10.45,1,731,
74.36,1,182,
0.00,1,451,
35.97,1,92,
15.25,1,118,
35.97,1,92,
35.97,1,91,
35.97,1,471,
0.00,1,357,
119.00,1,366,
10.45,1,731,
38.22,1,92,
0.00,1,181,
30.88,1,91,
0.00,1,89,
0.00,1,365,
0.00,1,92,
0.00,1,243,
0.00,1,368,
162.99,1,29156,
35.97,1,90,
0.00,1,303,
79.00,1,275,
0.00,1,273,
0.00,1,365,
19.95,1,31,
79.00,1,183,
0.00,1,365,
0.00,1,96,
39.30,1,90,
22.63,1,366,
35.97,1,90,
0.00,1,92,
39.00,1,95,
38.13,1,91,
0.00,1,316,
0.00,1,92,
0.00,1,393,
70.29,1,182,
0.00,1,368,
0.00,2,366,
0.00,1,180,
27.58,1,305,
0.00,1,181,
81.50,1,183,
26.80,1,92,
199.00,1,28799,
35.44,1,91,
43.23,1,93,
0.00,1,59,
79.00,1,366,
0.00,1,92,
79.00,1,183,
0.00,1,89,
199.00,1,28788,
0.00,1,93,
200.81,1,28804,
18.39,1,578,
0.00,1,324,
211.44,1,28769,
189.00,1,28801,
0.00,1,92,
189.00,1,28845,
26.80,1,93,
0.00,1,368,
38.22,1,91,
0.00,1,184,
39.00,1,183,
189.00,1,28794,
216.16,1,28803,
199.00,1,28791,
35.97,1,182,
0.00,1,368,
15.12,1,366,
0.00,1,184,
199.00,1,28770,
199.00,1,28766,
199.00,1,28800,
119.00,1,547,
0.00,1,368,
0.00,1,90,
0.00,1,183,
211.13,1,366,
0.00,1,92,
376.83,1,28765,
119.00,1,365,
99.00,1,28957,
199.00,1,28794,
199.00,1,28804,
19.95,1,118,
0.00,1,59,
0.00,1,92,
217.11,1,28768,
0.00,1,89,
199.00,1,28780,
0.00,4,187,
0.00,1,1096,
189.00,1,28791,
0.00,1,89,
79.00,1,275,
212.13,1,28772,
0.00,1,295,
0.00,2,365,
189.00,1,28792,
13.91,1,366,
0.00,1,184,
35.97,1,92,
32.15,1,92,
35.97,1,91,
19.95,1,42,
79.00,1,184,
119.00,1,397,
0.00,2,189,
0.00,1,31,
9.46,1,731,
79.00,1,456,
214.92,1,28803,
0.00,1,369,
0.00,1,92,
13.65,1,455,
97.36,1,182,
199.00,1,28775,
79.00,1,273,
8.41,1,397,
0.00,1,92,
0.00,3,547,
212.93,1,28793,
199.00,1,28799,
95.88,1,365,
0.00,1,183,
10.45,1,731,
0.00,2,91,
65.94,1,183,
0.00,1,89,
101.97,1,365,
210.54,1,28767,
0.00,1,90,
70.56,1,183,
0.00,1,92,
201.00,1,28799,
0.00,2,182,
0.00,1,184,
0.00,1,366,
35.97,1,182,
39.00,1,91,
79.00,1,455,
0.00,1,365,
35.97,1,274,
0.00,1,145,
217.69,1,28777,
9.46,1,731,
35.97,1,92,
103.97,1,190,
35.97,1,366,
0.00,1,90,
0.00,1,366,
189.00,1,28799,
0.00,1,366,
0.00,1,29117,
35.97,1,92,
0.00,1,29299,
0.00,1,181,
0.00,4,92,
39.16,1,92,
35.97,1,92,
0.00,1,330,
0.00,1,365,
199.00,1,28780,
0.00,1,92,
0.00,1,181,
199.00,1,28765,
0.00,1,365,
48.68,1,183,
0.00,1,365,
0.00,1,365,
0.00,1,92,
0.00,1,182,
35.97,1,366,
15.25,1,67,
199.00,1,28775,
95.88,1,365,
208.38,1,28765,
0.00,1,181,
199.00,1,28795,
0.00,1,90,
0.00,1,369,
105.04,1,366,
0.00,1,365,
189.00,1,28793,
42.88,1,92,
199.00,1,28795,
0.00,1,184,
39.00,1,91,
126.14,1,366,
0.00,1,457,
119.00,1,366,
39.07,1,90,
0.00,1,89,
119.00,1,183,
35.97,1,92,
79.00,1,197,
79.00,1,277,
10.45,1,731,
0.00,1,92,
0.00,1,366,
199.00,1,28797,
35.97,1,92,
0.00,1,91,
100.67,2,366,
0.00,1,368,
64.46,1,366,
0.00,1,90,
0.00,1,90,
0.00,1,368,
26.80,1,92,
211.44,1,28793,
189.00,1,28791,
35.97,1,92,
0.00,1,365,
104.13,1,366,
0.00,1,365,
79.00,1,184,
0.00,1,90,
212.93,1,28775,
199.00,1,28773,
136.11,1,184,
85.32,1,91,
0.00,1,90,
0.00,1,273,
0.00,1,89,
15.12,1,731,
0.00,2,370,
189.00,1,28843,
199.00,1,28774,
109.00,1,182,
69.32,1,366,
13.91,1,366,
212.13,1,28767,
199.00,1,28803,
0.00,1,92,
0.00,1,92,
189.00,1,28796,
209.20,1,28788,
0.00,1,92,
12.60,1,274,
79.00,1,183,
199.00,1,28786,
0.00,4,92,
79.00,1,182,
0.00,1,330,
58.41,1,182,
27.58,1,243,
0.00,1,91,
0.00,1,91,
10.45,1,731,
150.61,1,730,
19.95,1,761,
39.00,1,91,
0.00,1,731,
0.00,1,365,
15.25,1,731,
35.97,1,385,
0.00,1,28781,
210.94,1,28766,
0.00,4,396,
179.10,1,28771,
0.00,1,184,
95.88,1,365,
13.91,1,396,
69.24,1,183,
0.00,1,91,
119.00,1,365,
376.83,1,28766,
79.00,1,455,
0.00,1,183,
35.97,1,92,
212.13,1,28778,
13.65,1,276,
97.36,1,366,
0.00,1,365,
19.95,1,31,
0.00,1,90,
79.00,1,192,
13.65,1,245,
0.00,1,365,
214.92,1,28796,
17.15,1,120,
0.00,1,365,
0.00,1,92,
39.17,1,92,
0.00,1,187,
0.00,1,368,
39.21,1,92,
15.25,1,65,
169.00,1,366,
0.00,1,28785,
35.97,1,182,
0.00,1,182,
376.83,1,28782,
0.00,2,195,
0.00,1,184,
0.00,1,368,
119.00,1,366,
39.12,1,92,
199.00,1,28788,
22.27,1,365,
210.94,1,28787,
0.00,1,90,
26.25,1,246,
65.94,1,183,
35.97,1,457,
216.66,1,28803,
35.97,1,90,
38.54,1,122,
100.19,1,365,
0.00,1,366,
0.00,1,92,
0.00,1,184,
0.00,1,28774,
65.94,1,183,
0.00,1,92,
0.00,1,93,
0.00,1,92,
35.97,1,183,
199.00,1,28774,
199.00,1,28774,
0.00,1,368,
26.08,1,365,
199.00,1,28777,
0.00,1,365,
0.00,1,92,
0.00,1,181,
0.00,1,365,
65.94,1,184,
0.00,1,245,
187.78,1,29096,
10.90,1,731,
0.00,1,117,
0.00,1,368,
0.00,1,365,
212.93,1,28768,
75.48,1,182,
0.00,1,365,
211.44,1,28803,
0.00,1,184,
17.15,1,122,
0.00,1,107,
79.00,1,185,
0.00,1,181,
9.54,1,731,
0.00,1,369,
54.15,1,91,
211.44,1,28802,
0.00,1,181,
0.00,1,92,
35.97,1,93,
210.94,1,28774,
44.66,1,183,
95.88,1,365,
35.97,1,463,
0.00,1,394,
38.22,1,90,
17.15,1,92,
189.00,1,28888,
0.00,1,365,
0.00,1,289,
79.00,1,275,
119.00,1,366,
0.00,1,181,
0.00,1,181,
42.80,1,90,
0.00,1,93,
0.00,1,368,
199.00,1,28792,
79.00,1,274,
199.00,1,28791,
0.00,1,181,
35.97,1,91,
0.00,1,365,
0.00,1,365,
0.00,1,368,
189.00,1,28793,
189.00,2,28805,
0.00,1,29256,
0.00,1,323,
197.08,1,28884,
119.00,1,365,
0.00,1,92,
0.00,1,90,
10.45,1,731,
17.15,1,92,
35.97,1,90,
35.97,1,92,
10.45,1,731,
119.00,1,550,
179.00,1,731,
0.00,1,181,
0.00,1,184,
79.00,1,456,
0.00,1,902,
91.00,1,183,
0.00,1,365,
34.32,1,90,
22.83,1,365,
0.00,1,86,
199.00,1,28805,
219.10,1,28765,
27.35,1,122,
0.00,1,90,
143.76,1,730,
0.00,2,365,
0.00,1,181,
41.93,1,92,
26.08,1,365,
0.00,2,181,
95.88,1,365,
119.00,1,366,
0.00,1,368,
0.00,1,183,
9.54,1,731,
216.16,1,28795,
35.97,1,92,
0.00,1,368,
0.00,1,90,
44.66,1,183,
10.45,1,731,
0.00,1,368,
218.40,1,28790,
15.25,4,365,
0.00,1,731,
0.00,1,184,
38.34,1,92,
49.00,1,29032,
0.00,2,366,
61.75,1,92,
251.43,1,730,
0.00,1,368,
69.85,1,365,
49.40,1,92,
0.00,1,365,
0.00,1,358,
79.00,1,182,
208.38,1,28802,
35.97,1,91,
0.00,1,366,
217.69,1,28781,
0.00,1,368,
35.97,1,92,
35.97,1,366,
0.00,1,380,
79.00,1,274,
0.00,1,365,
0.00,1,368,
42.29,1,83,
0.00,1,92,
0.00,1,60,
0.00,1,92,
0.00,1,89,
79.00,1,275,
0.00,1,184,
299.00,1,28815,
26.68,1,337,
0.00,1,184,
0.00,1,92,
13.91,1,365,
35.97,1,183,
0.00,1,29010,
0.00,1,157,
10.45,1,731,
79.00,1,195,
0.00,1,381,
199.00,1,28796,
0.00,1,366,
0.00,1,91,
9.54,1,111,
199.00,1,28767,
0.00,1,182,
0.00,1,92,
0.00,1,95,
0.00,1,191,
0.00,1,242,
0.00,1,184,
0.00,1,90,
79.00,1,455,
69.24,1,184,
0.00,1,89,
120.33,1,28768,
0.00,1,59,
0.00,1,368,
0.00,1,182,
9.54,1,731,
37.77,1,91,
119.00,1,184,
79.00,1,91,
35.97,1,92,
22.83,1,365,
172.29,1,364,
0.00,1,32,
35.97,1,90,
0.00,1,31,
79.00,1,274,
0.00,1,365,
0.00,1,365,
208.38,1,28791,
0.00,1,181,
79.00,1,281,
0.00,1,32,
79.00,1,274,
0.00,2,365,
0.00,1,29120,
61.75,1,92,
79.00,1,365,
35.97,1,92,
0.00,1,182,
0.00,1,365,
79.00,1,299,
10.45,1,731,
0.00,1,29237,
99.00,1,29040,
0.00,1,365,
38.34,1,92,
0.00,1,90,
0.00,1,92,
10.45,1,731,
0.00,1,184,
0.00,1,92,
0.00,1,29134,
38.13,1,92,
0.00,1,181,
0.00,1,181,
143.76,1,731,
199.00,1,28803,
199.00,1,28776,
10.45,1,731,
0.00,1,189,
39.50,1,91,
79.00,1,184,
198.74,1,28770,
0.00,1,368,
0.00,1,92,
199.00,1,28794,
214.92,1,28766,
173.93,1,365,
199.00,1,28793,
15.25,1,731,
199.00,1,28793,
189.00,1,28786,
0.00,1,365,
35.97,1,92,
109.00,1,366,
0.00,1,151,
0.00,1,365,
35.97,1,90,
0.00,1,365,
0.00,1,64,
38.13,1,92,
0.00,1,92,
0.00,1,242,
35.97,1,183,
42.66,1,183,
35.97,1,92,
0.00,1,29180,
0.00,1,182,
0.00,1,207,
67.30,1,182,
0.00,1,95,
0.00,1,30,
212.93,1,28768,
0.00,1,91,
179.00,1,406,
199.00,1,28775,
0.00,1,92,
0.00,1,365,
79.00,1,456,
376.83,1,28775,
179.00,1,85,
0.00,1,183,
79.00,1,182,
0.00,1,369,
71.22,1,183,
37.05,1,92,
15.25,1,45,
35.97,1,367,
35.97,1,92,
217.69,1,28931,
187.78,1,28894,
217.31,1,28799,
199.00,1,28772,
0.00,2,365,
49.15,1,182,
0.00,1,548,
0.00,1,92,
79.00,1,191,
17.15,1,90,
0.00,1,366,
26.66,1,59,
0.00,1,92,
35.97,1,92,
0.00,1,184,
22.83,1,366,
79.00,1,206,
61.75,1,92,
0.00,1,389,
0.00,1,319,
0.00,1,35,
62.38,1,184,
199.00,1,28768,
0.00,1,92,
199.00,1,28775,
0.00,1,238,
0.00,1,365,
0.00,1,457,
119.00,1,366,
179.00,1,731,
100.67,1,366,
0.00,1,182,
0.00,1,92,
65.94,1,183,
0.00,1,92,
0.00,1,91,
35.97,1,274,
199.00,1,28784,
0.00,1,368,
0.00,1,91,
14.22,1,517,
0.00,1,92,
208.95,1,28773,
211.54,1,28804,
35.97,1,92,
0.00,1,31,
79.00,1,274,
199.00,1,28765,
35.97,1,91,
0.00,1,92,
376.83,1,28776,
0.00,1,90,
79.00,1,455,
216.66,1,28785,
17.15,1,91,
0.00,1,731,
35.97,1,274,
213.43,1,28793,
9.54,1,731,
0.00,1,92,
0.00,1,183,
35.97,1,104,
70.06,1,184,
